Pre Booking (Offline)-Pre Booking (Online)-Pre Booking (Combined), 100
Pre Trip (Offline)-Pre Trip (Online)-Pre Trip (Combined), 100
En Route (Offline)-En Route (Online)-En Route (Combined), 100
At Destination (Offline)-At Destination (Online)-At Destination (Combined), 100
